App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,In-App Purchases,Ad Supported,Price_zscore,Price_MinMax,Price_Standard
Browser,GAME,3.5,48331.0,1630.1M,"1,000,000+",Free,0.0,Everyone,Game;Shooter,2026-04-05,4.0.43,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health 3D,HOUSE_AND_HOME,4.7,48280.0,81.4M,"1,000,000+",Free,0.0,Everyone,House And Home,2025-11-12,15.20.62,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My Connect,GAME,4.5,48236.0,Varies with device,"1,000,000+",Free,0.0,Everyone 10+,Game;Casual,2025-10-14,Varies with device,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,NEWS_AND_MAGAZINES,4.0,48159.0,142.5M,"1,000,000+",Free,0.0,Everyone,News And Magazines;Creativity,2023-05-13,9.16.64,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro Drive App,PRODUCTIVITY,2.5,47961.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Productivity,2026-04-11,Varies with device,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect,GAME,4.5,47872.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Card,2026-01-07,Varies with device,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Strike Go,PERSONALIZATION,4.1,47704.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Personalization,2025-08-26,Varies with device,6.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Meta Editor,FAMILY,3.8,47629.0,109.6M,"1,000,000+",Free,0.0,Everyone,Family,2026-04-28,6.20.54,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Tracker,GAME,4.2,47334.0,1277.5M,"1,000,000+",Free,0.0,Everyone,Game;RPG,2025-10-29,10.10.60,Varies with device,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Maker 2024,WEATHER,4.3,47323.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Weather,2025-01-06,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health,TOOLS,4.1,47024.0,64.4M,"1,000,000+",Free,0.0,Everyone,Tools,2026-04-01,14.8.43,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,FAMILY,3.1,46921.0,94.5M,"1,000,000+",Free,0.0,Everyone,Family;Creativity,2025-10-24,10.4.49,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Browser App,FAMILY,3.2,45761.0,127.3M,"1,000,000+",Free,0.0,Everyone,Family,2026-03-03,2.13.21,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,HOUSE_AND_HOME,3.4,45304.0,101.3M,"1,000,000+",Free,0.0,Everyone,House And Home,2023-11-20,12.17.23,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft Online 2023,TOOLS,3.7,45294.0,117.6M,"1,000,000+",Free,0.0,Everyone,Tools,2026-03-04,5.2.45,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,PRODUCTIVITY,3.0,44700.0,84.6M,"1,000,000+",Free,0.0,Mature 17+,Productivity,2026-04-18,4.8.59,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,WEB3_AND_CRYPTO,4.4,44389.0,Varies with device,"1,000,000+",Free,0.0,Mature 17+,Web3 And Crypto,2026-06-27,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay 3D,HOUSE_AND_HOME,3.7,44067.0,26.0M,"1,000,000+",Free,0.0,Mature 17+,House And Home,2026-06-06,6.9.83,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay Now,PRODUCTIVITY,3.3,43908.0,48.1M,"1,000,000+",Free,0.0,Everyone,Productivity,2025-12-06,1.13.70,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Space,PRODUCTIVITY,5.0,43623.0,28.1M,"1,000,000+",Free,0.0,Everyone,Productivity,2026-05-11,1.18.75,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Next Chat,FINANCE,3.7,43420.0,91.3M,"1,000,000+",Free,0.0,Everyone,Finance;Creativity,2024-06-18,5.5.91,7.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Scanner Premium,FAMILY,4.6,42814.0,127.2M,"1,000,000+",Free,0.0,Everyone,Family;Creativity,2026-03-28,5.8.14,6.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Strike,TOOLS,4.1,42716.0,117.5M,"1,000,000+",Free,0.0,Everyone,Tools,2025-10-15,15.1.43,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,PRODUCTIVITY,4.7,42542.0,Varies with device,"1,000,000+",Free,0.0,Mature 17+,Productivity,2025-08-25,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,PRODUCTIVITY,3.1,42341.0,146.8M,"1,000,000+",Free,0.0,Mature 17+,Productivity,2023-02-03,11.2.11,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Connect,TOOLS,2.8,42311.0,134.8M,"1,000,000+",Free,0.0,Everyone,Tools,2024-05-16,13.6.52,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,PRODUCTIVITY,4.5,42161.0,136.8M,"1,000,000+",Free,0.0,Everyone,Productivity,2025-10-11,14.20.73,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health AI,GAME,4.0,42139.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Casual,2024-08-01,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,PRODUCTIVITY,4.7,42106.0,23.0M,"1,000,000+",Free,0.0,Everyone 10+,Productivity,2024-01-01,8.8.31,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft Plus,GAME,4.5,42011.0,493.0M,"1,000,000+",Free,0.0,Teen,Game;RPG,2025-01-18,4.15.12,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike Online,ENTERTAINMENT,3.9,41672.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Entertainment,2026-05-09,Varies with device,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,FAMILY,4.1,41301.0,12.3M,"1,000,000+",Free,0.0,Everyone,Family,2024-10-25,11.7.26,8.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Chat,GAME,5.0,41215.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Strategy,2026-02-10,Varies with device,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health,ARTIFICIAL_INTELLIGENCE,5.0,41175.0,9.9M,"1,000,000+",Free,0.0,Everyone,Artificial Intelligence,2025-05-15,3.1.46,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft Online,TOOLS,4.4,41107.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Tools;Creativity,2024-06-21,Varies with device,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Health App,COMICS,3.5,40878.0,139.4M,"1,000,000+",Free,0.0,Teen,Comics;Creativity,2023-10-04,11.18.85,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Editor 2023,FAMILY,4.3,40538.0,28.4M,"1,000,000+",Free,0.0,Mature 17+,Family,2026-04-13,15.2.50,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FAMILY,5.0,40389.0,125.1M,"1,000,000+",Free,0.0,Teen,Family,2024-12-17,13.6.18,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,TOOLS,3.8,40113.0,102.6M,"1,000,000+",Free,0.0,Teen,Tools,2026-03-30,7.19.36,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Player 3D,GAME,5.0,39699.0,1983.0M,"1,000,000+",Free,0.0,Everyone,Game;Puzzle,2026-02-06,15.8.68,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,PRODUCTIVITY,3.5,37664.0,117.4M,"1,000,000+",Free,0.0,Everyone,Productivity,2025-08-15,5.5.7,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,VIRTUAL_REALITY,3.9,37378.0,265.0M,"1,000,000+",Free,0.0,Everyone,Virtual Reality;Creativity,2025-09-07,7.15.40,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Pay,TOOLS,3.5,37124.0,137.4M,"1,000,000+",Free,0.0,Everyone,Tools,2025-07-07,12.5.70,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Super Learn,TOOLS,3.5,36955.0,73.6M,"1,000,000+",Free,0.0,Everyone,Tools;Creativity,2025-02-10,5.16.34,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash 2023,SOCIAL,4.1,36852.0,16.5M,"1,000,000+",Free,0.0,Teen,Social,2025-05-03,11.14.3,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,PRODUCTIVITY,3.5,35720.0,102.4M,"1,000,000+",Paid,1.99,Everyone,Productivity,2025-03-22,5.10.39,11.0 and up,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Editor,TOOLS,3.5,35101.0,64.1M,"1,000,000+",Free,0.0,Teen,Tools,2025-12-22,14.20.12,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Easy Maker Plus,FAMILY,3.9,34687.0,Varies with device,"1,000,000+",Free,0.0,Teen,Family,2026-05-20,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner Space,FAMILY,3.3,34512.0,98.6M,"1,000,000+",Free,0.0,Everyone,Family,2026-06-15,5.1.41,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,FAMILY,4.1,34438.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Family,2025-07-07,Varies with device,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Learn,PRODUCTIVITY,4.6,34185.0,33.9M,"1,000,000+",Free,0.0,Everyone 10+,Productivity,2024-10-23,15.7.96,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Wallet,AUTO_AND_VEHICLES,4.1,34160.0,106.3M,"1,000,000+",Free,0.0,Everyone,Auto And Vehicles,2025-10-01,2.16.73,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
AI Drive Space,ARTIFICIAL_INTELLIGENCE,4.3,33847.0,131.6M,"1,000,000+",Free,0.0,Everyone 10+,Artificial Intelligence,2026-03-04,4.7.41,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Plus,EDUCATION,4.6,33708.0,133.7M,"1,000,000+",Free,0.0,Teen,Education,2024-02-22,15.17.71,9.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Editor App 2024,GAME,4.0,33397.0,1050.8M,"1,000,000+",Free,0.0,Everyone,Game;Board,2026-03-06,11.9.82,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Tracker Pro,PRODUCTIVITY,3.9,33124.0,95.9M,"1,000,000+",Free,0.0,Everyone,Productivity,2025-08-12,9.15.21,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Strike,FAMILY,3.9,33107.0,95.0M,"1,000,000+",Free,0.0,Everyone,Family,2025-11-10,2.10.86,6.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike App,GAME,3.8,32853.0,580.2M,"1,000,000+",Free,0.0,Everyone,Game;Casual,2025-10-28,11.15.7,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,TOOLS,3.6,32432.0,143.1M,"1,000,000+",Free,0.0,Everyone,Tools;Creativity,2025-11-14,10.0.26,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner 2026,SOCIAL,5.0,32302.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Social,2026-03-26,Varies with device,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,TOOLS,3.6,32174.0,147.5M,"1,000,000+",Free,0.0,Everyone 10+,Tools;Creativity,2025-06-07,9.13.85,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Health,TOOLS,2.2,31971.0,Varies with device,"1,000,000+",Paid,2.99,Everyone,Tools,2024-06-13,Varies with device,10.0 and up,No,No,0.6649533836925104,0.0074751868796719915,0.6649533836925104
Learn Space,LIFESTYLE,3.8,30782.0,124.3M,"1,000,000+",Free,0.0,Everyone,Lifestyle;Creativity,2026-05-30,14.7.18,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Daily VPN 3D,FINANCE,3.8,30316.0,14.0M,"1,000,000+",Free,0.0,Everyone,Finance;Creativity,2026-05-30,11.6.25,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft App,SOCIAL,4.9,29953.0,147.8M,"1,000,000+",Free,0.0,Everyone,Social,2026-01-25,14.17.94,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,FINANCE,3.8,29609.0,23.9M,"1,000,000+",Free,0.0,Everyone,Finance;Creativity,2026-05-01,15.15.65,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Maker,EVENTS,3.4,29326.0,77.1M,"1,000,000+",Free,0.0,Everyone,Events,2025-03-18,10.10.28,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Daily Player App,FAMILY,4.1,28920.0,90.4M,"1,000,000+",Free,0.0,Everyone,Family,2023-08-31,15.17.83,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Pay,PRODUCTIVITY,4.1,28632.0,134.0M,"1,000,000+",Free,0.0,Mature 17+,Productivity,2025-02-20,1.17.91,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Dash,ARTIFICIAL_INTELLIGENCE,4.1,28602.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Artificial Intelligence;Creativity,2025-10-24,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,SPORTS,3.5,28431.0,Varies with device,"1,000,000+",Free,0.0,Teen,Sports;Creativity,2026-03-16,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health Premium,BEAUTY,4.2,27569.0,45.1M,"1,000,000+",Free,0.0,Everyone,Beauty,2024-09-06,4.8.4,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Super Strike,ARTIFICIAL_INTELLIGENCE,3.2,27375.0,143.4M,"1,000,000+",Free,0.0,Everyone,Artificial Intelligence,2024-05-21,9.10.57,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Fit 2025,FAMILY,3.6,26830.0,139.9M,"1,000,000+",Free,0.0,Everyone,Family,2025-09-24,5.16.76,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Drive,WEB3_AND_CRYPTO,3.7,26687.0,18.2M,"1,000,000+",Free,0.0,Adults only 18+,Web3 And Crypto;Creativity,2025-06-22,10.14.95,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay Max,FINANCE,4.1,26624.0,29.5M,"1,000,000+",Free,0.0,Everyone,Finance,2024-01-16,9.15.72,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Daily Craft,GAME,3.9,26183.0,1885.7M,"1,000,000+",Free,0.0,Mature 17+,Game;Simulation,2024-08-01,14.20.9,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor Plus 2023,FAMILY,3.5,24258.0,129.0M,"1,000,000+",Free,0.0,Everyone,Family,2024-10-27,2.9.77,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Editor,TOOLS,3.7,24222.0,96.9M,"1,000,000+",Free,0.0,Teen,Tools,2026-05-05,10.15.33,8.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Pay 3D 2024,TOOLS,4.1,23954.0,86.3M,"1,000,000+",Free,0.0,Everyone,Tools;Creativity,2025-04-21,12.3.91,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,FAMILY,3.5,23862.0,19.7M,"1,000,000+",Free,0.0,Everyone,Family,2023-11-25,12.3.12,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit Pro,FAMILY,4.2,23773.0,107.3M,"1,000,000+",Free,0.0,Everyone,Family,2026-05-23,15.7.35,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health 3D,SHOPPING,4.2,23677.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Shopping,2024-05-04,Varies with device,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit Space,PARENTING,4.6,23657.0,131.2M,"1,000,000+",Free,0.0,Everyone,Parenting,2026-05-24,13.0.84,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,SHOPPING,4.3,23359.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Shopping,2026-01-31,Varies with device,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Browser Pro,ARTIFICIAL_INTELLIGENCE,3.9,23290.0,100.2M,"1,000,000+",Free,0.0,Teen,Artificial Intelligence;Creativity,2025-12-21,1.3.91,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Smart Tracker,PRODUCTIVITY,4.0,22433.0,8.3M,"1,000,000+",Free,0.0,Everyone,Productivity;Creativity,2026-04-03,8.17.88,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,PRODUCTIVITY,4.3,22386.0,18.3M,"1,000,000+",Free,0.0,Everyone,Productivity,2023-10-20,2.5.84,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,ARTIFICIAL_INTELLIGENCE,4.3,22334.0,13.6M,"1,000,000+",Free,0.0,Everyone,Artificial Intelligence,2025-04-25,13.2.39,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Craft,FAMILY,3.7,22276.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Family,2025-04-22,Varies with device,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Connect 2025,ENTERTAINMENT,5.0,22160.0,67.9M,"1,000,000+",Free,0.0,Everyone,Entertainment,2026-01-25,9.18.7,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Now,FAMILY,4.9,22051.0,51.6M,"1,000,000+",Free,0.0,Everyone,Family,2025-07-21,8.9.66,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Pay,SOCIAL,5.0,21132.0,29.6M,"1,000,000+",Free,0.0,Everyone,Social,2024-03-20,8.4.94,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Hub,SOCIAL,4.6,20767.0,7.6M,"1,000,000+",Free,0.0,Teen,Social,2026-04-26,14.3.39,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
AI VPN Premium,FAMILY,4.5,20003.0,31.0M,"1,000,000+",Free,0.0,Everyone,Family;Creativity,2026-06-24,8.5.58,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,PRODUCTIVITY,2.9,19770.0,6.1M,"1,000,000+",Free,0.0,Everyone 10+,Productivity,2024-09-26,9.20.62,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,FAMILY,3.2,19502.0,103.7M,"1,000,000+",Free,0.0,Everyone,Family,2026-06-21,3.6.88,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,SHOPPING,4.0,19233.0,62.2M,"1,000,000+",Free,0.0,Everyone,Shopping;Creativity,2025-06-25,5.2.65,7.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
VPN,WEB3_AND_CRYPTO,4.7,18858.0,58.8M,"1,000,000+",Free,0.0,Mature 17+,Web3 And Crypto;Creativity,2024-12-16,14.0.6,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,GAME,3.8,18385.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Shooter,2025-10-25,Varies with device,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Pro,MAPS_AND_NAVIGATION,4.1,18201.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Maps And Navigation;Creativity,2025-11-17,Varies with device,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,LIBRARIES_AND_DEMO,4.7,17905.0,80.0M,"1,000,000+",Free,0.0,Everyone,Libraries And Demo;Creativity,2026-05-03,3.8.57,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FAMILY,4.9,17599.0,89.7M,"1,000,000+",Free,0.0,Everyone,Family,2026-05-25,1.15.51,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat AI,FINANCE,3.4,16759.0,102.8M,"1,000,000+",Free,0.0,Everyone,Finance,2025-07-18,1.19.29,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN App,FAMILY,3.8,15817.0,41.3M,"1,000,000+",Free,0.0,Everyone,Family,2025-07-05,5.2.58,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,GAME,4.5,15328.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Action,2025-07-10,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Connect,NEWS_AND_MAGAZINES,4.6,14684.0,83.1M,"1,000,000+",Free,0.0,Everyone,News And Magazines,2023-06-11,15.16.52,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner Online,BUSINESS,3.0,14432.0,135.0M,"1,000,000+",Free,0.0,Everyone,Business,2024-07-14,6.15.9,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My VPN,GAME,5.0,14351.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Casual,2025-01-06,Varies with device,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,FINANCE,3.3,14197.0,113.1M,"1,000,000+",Free,0.0,Everyone,Finance,2024-04-22,1.19.64,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet Go,FOOD_AND_DRINK,3.8,13664.0,148.6M,"1,000,000+",Free,0.0,Everyone,Food And Drink;Creativity,2026-01-17,10.8.98,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,GAME,5.0,13639.0,268.0M,"1,000,000+",Free,0.0,Everyone,Game;Simulation,2025-01-26,11.2.37,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,GAME,4.0,12816.0,1519.4M,"1,000,000+",Free,0.0,Everyone,Game;Board,2023-11-20,4.15.44,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker 2026,TOOLS,4.2,12222.0,131.2M,"1,000,000+",Free,0.0,Everyone 10+,Tools;Creativity,2026-04-20,5.19.69,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Scanner Pro 2024,GAME,4.5,12106.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;Card,2024-12-09,Varies with device,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,FINANCE,3.8,11857.0,46.3M,"1,000,000+",Free,0.0,Unrated,Finance,2026-03-06,5.8.7,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Browser,GAME,4.3,11321.0,Varies with device,"1,000,000+",Free,0.0,Teen,Game;Puzzle,2025-07-29,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Premium,SPORTS,3.3,11243.0,9.8M,"1,000,000+",Free,0.0,Everyone,Sports;Creativity,2025-09-25,1.19.51,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
My Maker Premium 2023,FAMILY,3.7,11169.0,80.4M,"1,000,000+",Free,0.0,Adults only 18+,Family,2025-10-10,5.14.89,Varies with device,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Strike,COMICS,3.9,11043.0,149.0M,"1,000,000+",Free,0.0,Everyone,Comics,2025-07-04,3.17.79,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,FAMILY,4.2,10707.0,91.2M,"1,000,000+",Free,0.0,Everyone,Family;Creativity,2025-11-19,10.0.40,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,FAMILY,5.0,10497.0,57.2M,"1,000,000+",Free,0.0,Everyone,Family,2025-01-29,2.13.29,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Tracker Online,GAME,4.1,10033.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Game;RPG,2026-06-02,Varies with device,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit,TOOLS,4.5,9698.0,Varies with device,"1,000,000+",Paid,0.99,Everyone,Tools,2025-01-29,Varies with device,12.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Planner Pro,FAMILY,3.8,9313.0,61.9M,"1,000,000+",Free,0.0,Mature 17+,Family,2025-09-15,5.11.44,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health Online 2023,TOOLS,3.9,9068.0,122.9M,"1,000,000+",Free,0.0,Everyone 10+,Tools,2026-01-05,7.20.78,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Browser,VIRTUAL_REALITY,4.0,8608.0,Varies with device,"1,000,000+",Free,0.0,Everyone,Virtual Reality,2024-01-21,Varies with device,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
